Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Winston Salem R64,L vs Blanch,3.5,2.9,4.0,52.0%,41.7%,22.2%,63.6%,52.5%,15.8%,-1.0,-1.0,-1.0,-1.3
2025 Aix En Provence CH F,W vs Wawrinka,5.2,6.1,4.4,49.5%,54.7%,58.1%,50.0%,50.8%,9.4%,10.0,4.6,5.5,2.9
2025 Thionville CH F,W vs Bouquier,3.4,3.2,3.6,58.0%,50.0%,44.4%,44.4%,49.1%,11.2%,1.5,2.1,9.5,12.3
2024 Canada R32,L vs Sinner,3.8,4.0,3.5,48.7%,33.3%,30.0%,25.0%,51.4%,12.4%,-4.5,-4.9,-9.0,-11.7
2024 Canada Q1,W vs Draxl,4.3,3.5,5.1,58.1%,41.9%,70.0%,66.7%,63.1%,13.3%,9.0,7.3,3.0,4.6
2024 Roland Garros R128,L vs Gasquet,4.9,5.4,4.4,48.4%,42.3%,53.6%,38.2%,45.5%,9.6%,5.0,2.4,-8.5,-3.7
2024 Montpellier F,L vs Bublik,4.0,5.1,3.0,42.2%,45.9%,63.2%,50.0%,57.4%,17.0%,-0.5,-0.4,2.5,2.9
2023 Cincinnati R32,L vs Hurkacz,3.8,3.9,3.6,43.9%,56.3%,47.1%,50.0%,51.4%,8.2%,3.5,2.7,-13.5,-11.3
2023 Halle R32,L vs Bublik,3.3,4.3,2.4,34.4%,42.9%,50.0%,40.0%,52.5%,17.5%,-2.5,-4.5,-7.0,-14.9
2023 Madrid SF,L vs Alcaraz,4.2,4.2,4.1,39.4%,38.2%,60.0%,60.0%,50.0%,7.1%,-1.0,-1.1,-9.5,-10.6
2023 Madrid QF,W vs Altmaier,4.0,4.3,3.7,61.1%,66.7%,45.5%,57.1%,56.7%,4.6%,-0.5,-0.6,6.0,9.8
2023 Madrid R16,W vs Davidovich Fokina,4.6,4.9,4.4,56.0%,45.3%,38.7%,56.7%,54.7%,10.6%,-3.0,-1.3,3.0,1.7
2023 Madrid R32,W vs Hurkacz,3.6,3.9,3.3,58.0%,39.1%,42.9%,71.4%,51.1%,9.7%,10.0,12.0,-8.0,-9.5
2023 Monte Carlo R64,L vs Jarry,3.9,3.8,4.0,45.6%,21.1%,28.6%,37.5%,37.6%,8.6%,3.0,6.4,-14.5,-17.3
2023 Dubai QF,L vs Medvedev,6.2,7.6,4.5,40.4%,35.3%,16.7%,38.9%,43.4%,24.6%,-1.5,-1.5,-2.0,-1.9
2022 Vienna SF,L vs Shapovalov,3.1,3.8,2.4,41.7%,52.4%,33.3%,40.0%,61.3%,20.9%,3.0,5.7,1.0,2.9
2022 Vienna QF,W vs Hurkacz,3.9,4.8,2.9,49.6%,46.3%,66.7%,35.3%,57.3%,6.7%,0.5,0.3,1.0,0.9
2022 Cincinnati F,W vs Tsitsipas,4.2,4.4,4.0,58.8%,40.7%,70.0%,61.1%,54.4%,15.5%,4.5,3.6,7.0,7.7
2022 Cincinnati SF,W vs Norrie,4.6,4.1,5.1,58.3%,57.1%,50.0%,60.0%,57.5%,8.8%,4.0,3.4,-1.0,-1.2
2022 Monte Carlo R64,L vs Sinner,4.4,4.9,3.8,40.6%,57.4%,50.0%,43.8%,43.6%,16.9%,11.5,8.1,-5.0,-3.3
Career (75 matches),,4.2,4.5,3.9,49.1%,49.2%,51.7%,50.4%,51.5%,12.2%,3.0,2.4,-1.3,-1.2
