Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,24,15,9,62.5%,5,3,2,60.0%,2003,2011,F,22,1.07,3.5%,7.3%,59.5%,66.5%,44.2%,57.5%,45.6%,56.8%,44.9%
Roland Garros,8,Clay,28,20,8,71.4%,6,2,4,33.3%,2003,2010,F,27,1.14,4.7%,7.0%,62.7%,65.6%,42.4%,57.0%,49.3%,53.4%,50.0%
Wimbledon,8,Grass,22,14,8,63.6%,6,4,2,66.7%,2002,2009,SF,17,1.02,4.1%,6.3%,66.1%,67.0%,47.0%,60.2%,40.5%,56.9%,42.1%
US Open,9,Hard,27,18,9,66.7%,5,2,3,40.0%,2002,2010,SF,20,1.10,4.0%,9.3%,60.9%,65.3%,41.9%,56.1%,48.2%,51.3%,48.7%
Olympics,1,,6,5,1,83.3%,3,3,0,100.0%,2008,2008,F,0,,,,,,,,,,
Fed Cup,2,,2,0,2,0.0%,0,0,0,-,2005,2008,,0,,,,,,,,,,
Moscow,8,Hard,20,12,8,60.0%,8,4,4,50.0%,2001,2008,SF,10,0.99,5.0%,5.2%,66.1%,62.4%,44.3%,56.3%,43.3%,52.4%,44.9%
Miami,8,Hard,16,8,8,50.0%,1,0,1,0.0%,2003,2011,QF,12,1.10,5.4%,7.4%,67.8%,62.7%,44.1%,56.7%,47.6%,52.3%,51.4%
Indian Wells,7,Hard,19,12,7,63.2%,7,5,2,71.4%,2003,2011,QF,16,1.07,4.3%,9.9%,63.8%,67.2%,41.3%,57.8%,45.3%,54.9%,42.6%
Rome,6,Clay,21,16,5,76.2%,6,5,1,83.3%,2003,2010,W,15,1.12,1.6%,5.9%,68.0%,61.0%,44.4%,55.7%,49.6%,60.9%,49.4%
Berlin,6,Clay,20,15,5,75.0%,2,2,0,100.0%,2003,2008,W,12,1.16,5.5%,6.0%,65.4%,64.6%,47.1%,58.6%,48.1%,59.8%,49.6%
Sydney,6,Hard,13,7,6,53.8%,2,1,1,50.0%,2004,2010,F,11,1.06,4.1%,8.6%,63.4%,63.9%,44.9%,57.0%,45.6%,52.6%,50.0%
