Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,30,23,7,76.7%,50-24,67.6%,392-302,56.5%,7-4,63.6%,0,,,,,,,,,,,,W (3x)
2009,23,19,4,82.6%,39-12,76.5%,277-194,58.8%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2008,29,24,5,82.8%,49-17,74.2%,362-243,59.8%,2-3,40.0%,0,,,,,,,,,,,,W (3x)
2007,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (RomePanda 10K)
2006,9,6,3,66.7%,13-7,65.0%,107-81,56.9%,0-3,0.0%,0,,,,,,,,,,,,SF (Ismaning 10K)
2005,4,1,3,25.0%,3-6,33.3%,34-49,41.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Martina Franca 50K)
1999,2,1,1,50.0%,3-3,50.0%,26-27,49.1%,0-0,-,0,,,,,,,,,,,,R16 (Dubai 75K)
1998,5,4,1,80.0%,8-3,72.7%,61-40,60.4%,0-1,0.0%,0,,,,,,,,,,,,F (Saga 25K)
1997,3,1,2,33.3%,0-4,0.0%,9-25,26.5%,0-0,-,0,,,,,,,,,,,,R16 (Nuriootpa 25K)
Career,106,79,27,74.5%,165-78,67.9%,1274-973,56.7%,12-13,48.0%,0,,,,,,,,,,,,
