Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 BJK Cup Qualifiers RR,L vs Vedder,1.7%,0.0%,7.3%,62.5%,13.9%,14.7%,7.7%,8.6%,33.3%,2.5%,60.0%,97,97
2025 Indian Wells R128,L vs Montgomery,1.0%,100.0%,3.8%,85.7%,13.2%,23.8%,8.3%,5.6%,0.0%,1.5%,25.0%,105,91
2024 US Open R32,L vs Zheng,9.8%,25.0%,12.0%,54.5%,16.7%,11.1%,100.0%,4.0%,0.0%,0.9%,0.0%,61,66
2023 Hamburg R32,W vs Seidel,1.0%,0.0%,8.1%,52.9%,16.4%,26.7%,0.0%,7.7%,50.0%,2.7%,33.3%,50,102
2023 Roland Garros R128,L vs Kasatkina,11.3%,42.9%,16.5%,55.0%,7.6%,8.6%,15.0%,1.1%,7.7%,3.8%,36.4%,48,24
2023 Monterrey R32,L vs Dolehide,0.0%,-,7.5%,83.3%,19.4%,16.7%,0.0%,10.0%,0.0%,6.7%,0.0%,280,203
2023 Australian Open R128,L vs Swiatek,1.5%,0.0%,6.0%,66.7%,10.0%,12.5%,50.0%,2.3%,0.0%,1.8%,0.0%,-8,26
2022 US Open R16,L vs Swiatek,3.3%,66.7%,8.4%,53.3%,11.9%,9.1%,0.0%,8.6%,20.0%,4.1%,50.0%,45,69
2022 Wimbledon QF,L vs Maria,25.8%,68.0%,33.0%,58.8%,10.0%,16.0%,16.7%,11.1%,33.3%,3.7%,45.5%,8,25
2022 Wimbledon R64,W vs Kontaveit,0.0%,-,4.5%,100.0%,33.3%,53.8%,0.0%,22.2%,33.3%,4.2%,25.0%,107,101
2022 Stuttgart R32,L vs Andreescu,1.6%,0.0%,5.7%,62.5%,18.7%,28.0%,0.0%,2.6%,25.0%,1.1%,0.0%,36,54
2022 Australian Open Q3,L vs Hartono,1.2%,100.0%,4.1%,85.7%,8.2%,13.8%,50.0%,19.6%,41.7%,2.1%,0.0%,125,136
2021 Strasbourg QF,W vs Rus,0.0%,-,13.9%,80.0%,24.7%,36.4%,10.5%,7.5%,0.0%,1.6%,66.7%,93,107
2021 Strasbourg R32,W vs Parry,4.3%,50.0%,12.1%,64.3%,15.7%,35.0%,25.0%,5.7%,0.0%,0.0%,-,23,35
2021 ITF Prague F,W vs Galfi,0.0%,-,4.8%,60.0%,10.9%,33.3%,50.0%,11.4%,0.0%,0.7%,0.0%,-37,43
Last 52 Weeks (1 matches),,1.7%,0.0%,7.3%,62.5%,13.9%,14.7%,7.7%,8.6%,33.3%,2.5%,60.0%,97,97
Career (15 matches),,4.7%,55.3%,10.4%,63.1%,14.0%,20.5%,13.7%,7.7%,18.2%,2.4%,31.9%,59,73
