Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R32,L vs Sevastova,87.2,95.3,7.7,97.0,94.0,105,80,74.1,4.7,78.0,,84,65
2018 US Open R64,W vs Goerges,93.2,98.2,6.7,99.0,95.5,107,75,78.9,7.5,93.0,,103,65
2018 Wimbledon R16,L vs Giorgi,93.6,97.9,6.3,96.5,99.8,107,88,83.2,6.5,77.0,78.0,92,70
2018 Wimbledon R32,W vs Safarova,95.8,100.7,5.5,101.2,99.5,109,87,81.4,5.1,81.0,,87,70
2018 Wimbledon R64,W vs Wozniacki,97.6,102.3,6.0,105.9,97.9,110,81,83.8,4.8,84.0,82.0,92,74
2017 US Open R64,W vs Wozniacki,88.4,92.5,9.1,99.1,90.5,110,77,76.1,5.4,77.0,,87,65
2017 US Open R128,W vs Barthel,90.6,96.2,9.3,99.9,88.3,110,81,74.8,4.5,72.0,,85,68
2017 Wimbledon R64,L vs Kuznetsova,96.7,99.1,6.7,97.5,98.3,107,81,85.0,4.6,88.0,,90,75
2017 Roland Garros R128,W vs Kerber,94.0,100.6,7.1,104.1,92.5,108,69,75.4,5.9,78.5,,87,66
2017 Australian Open R16,L vs Konta,89.3,94.3,10.4,100.7,90.3,108,77,78.1,4.5,79.0,,86,70
2017 Australian Open R32,W vs Cibulkova,88.4,95.2,7.9,94.2,95.5,106,77,74.1,5.1,73.3,,88,63
2017 Australian Open R64,W vs Errani,91.0,95.3,8.3,100.8,94.7,106,78,77.3,6.6,,,88,65
2017 Australian Open R128,W vs Alexandrova,90.0,95.7,7.5,98.7,91.4,105,80,76.2,3.9,75.6,,85,68
2016 US Open R128,L vs Williams,95.0,100.5,7.2,102.6,91.5,108,88,85.4,3.7,87.7,,92,77
2016 Wimbledon R16,L vs Vesnina,90.1,94.5,6.6,94.6,94.2,108,83,76.5,7.9,77.0,79.5,105,65
2016 Wimbledon R32,W vs Strycova,90.3,98.6,8.3,104.0,90.8,110,80,77.9,5.9,77.0,,93,68
2016 Wimbledon R64,W vs Kvitova,94.1,99.1,7.0,99.9,94.0,108,85,79.2,5.4,77.7,80.0,89,68
2016 Australian Open R16,L vs Konta,90.3,97.3,7.1,,,107,82,74.9,3.8,,,84,69
2016 Australian Open R32,W vs Pliskova,88.9,95.1,7.8,,,106,77,76.6,3.5,,,83,70
2016 Australian Open R128,W vs Inglis,88.1,93.3,7.0,,,105,82,79.2,5.4,,,89,71
Career (69 matches),,90.1,97.0,7.0,99.3,94.8,110,69,76.8,4.7,79.5,79.8,105,60
