Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Diana Shnaider [RUS],2,3,40.0%,1,0,1,0.0%,2024,2026,5,0.97,5.1%,7.7%,63.4%,68.5%,42.2%,58.9%,39.9%,62.8%,41.9%
5,Maria Sakkari [GRE],2,3,40.0%,2,1,1,50.0%,2021,2025,5,0.93,1.5%,5.1%,64.7%,56.5%,47.0%,53.2%,43.4%,57.4%,50.0%
5,Jasmine Paolini [ITA],3,2,60.0%,2,0,2,0.0%,2021,2025,5,1.02,4.0%,4.0%,64.6%,57.9%,49.6%,55.0%,45.7%,53.8%,55.6%
5,Anastasia Potapova [RUS],4,1,80.0%,1,1,0,100.0%,2020,2024,5,1.20,2.8%,6.8%,60.4%,68.9%,44.9%,59.4%,48.7%,66.0%,41.9%
5,Belinda Bencic [SUI],2,3,40.0%,2,2,0,100.0%,2020,2023,4,0.94,3.0%,6.7%,61.1%,66.2%,45.3%,58.1%,39.5%,43.8%,44.8%
4,Jessica Pegula [USA],1,3,25.0%,2,1,1,50.0%,2024,2026,4,0.85,3.6%,5.7%,64.5%,63.1%,41.5%,55.5%,37.9%,55.8%,35.3%
4,Katerina Siniakova [CZE],2,2,50.0%,1,0,1,0.0%,2022,2026,4,1.02,1.8%,4.4%,64.2%,61.3%,47.8%,56.5%,44.4%,73.5%,37.3%
4,Liudmila Samsonova [RUS],2,2,50.0%,2,1,1,50.0%,2022,2026,4,0.88,3.1%,5.6%,62.5%,65.7%,47.6%,58.9%,36.0%,72.1%,38.5%
4,Dayana Yastremska [UKR],2,2,50.0%,1,0,1,0.0%,2021,2026,3,0.85,3.2%,6.8%,63.7%,60.3%,50.7%,56.8%,36.6%,55.0%,28.6%
4,Elena Rybakina [KAZ],2,2,50.0%,4,3,1,75.0%,2024,2025,4,0.94,5.4%,6.3%,64.1%,67.6%,45.2%,59.5%,38.1%,44.4%,29.4%
4,Tatjana Maria [GER],1,3,25.0%,3,2,1,66.7%,2023,2025,4,0.87,2.8%,4.9%,67.5%,61.4%,46.3%,56.5%,38.1%,45.8%,50.0%
4,Aliaksandra Sasnovich [BLR],2,2,50.0%,1,0,1,0.0%,2023,2025,4,1.08,4.7%,7.9%,55.9%,67.9%,43.3%,57.1%,46.2%,45.2%,40.0%
4,Ashlyn Krueger [USA],1,3,25.0%,0,0,0,-,2024,2025,4,0.91,2.5%,4.9%,66.0%,59.0%,47.4%,55.1%,40.8%,57.1%,36.7%
4,Emma Navarro [USA],3,1,75.0%,0,0,0,-,2023,2025,4,1.25,4.0%,5.6%,66.1%,71.1%,44.7%,62.2%,47.5%,57.9%,54.5%
4,Ekaterina Alexandrova [RUS],1,3,25.0%,1,0,1,0.0%,2022,2025,4,0.94,5.2%,8.2%,65.3%,61.9%,40.4%,54.4%,43.0%,48.8%,37.5%
