Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Ostrava F,L vs Boulter,1.07,0.73,52.7,4.9,9.5%,59.5%,2.6%,53.8%,30.6%,28.1%
2024 US Open R128,L vs Uchijima,0.92,0.83,63.0,4.0,8.2%,53.1%,0.0%,48.8%,39.5%,48.8%
2024 Wimbledon R128,L vs Miyazaki,0.77,0.29,31.0,2.0,4.0%,56.0%,0.0%,37.5%,15.8%,25.0%
2023 Cluj Napoca F,W vs Ruse,1.19,1.44,48.6,3.4,0.0%,54.1%,0.0%,51.5%,58.6%,55.6%
2023 US Open R64,L vs Samsonova,0.94,0.58,41.1,2.0,10.3%,51.7%,0.0%,51.9%,28.6%,30.8%
2023 US Open R128,W vs Begu,1.20,2.14,29.0,2.1,15.4%,61.5%,4.3%,82.6%,60.6%,40.6%
2023 Wimbledon R64,L vs Stevanovic,0.94,0.85,67.2,2.9,1.8%,61.4%,1.9%,44.4%,47.7%,36.4%
2023 Wimbledon R128,W vs Zhao,1.25,1.30,55.6,4.9,9.5%,64.3%,0.0%,50.0%,38.2%,51.7%
2023 W60 Trnava R32,L vs Falkowska,0.98,0.68,48.2,2.0,0.0%,37.0%,0.0%,50.0%,32.3%,46.4%
2023 Australian Open R128,L vs Raducanu,0.94,0.68,45.7,2.1,0.0%,42.4%,0.0%,46.9%,42.3%,37.5%
2022 Wimbledon R128,L vs Watson,1.11,0.75,72.1,7.4,3.5%,56.1%,5.6%,64.8%,30.6%,22.2%
2020 Roland Garros R128,L vs Anisimova,0.99,0.51,37.2,2.0,0.0%,40.0%,0.0%,41.4%,35.0%,25.0%
2020 US Open R128,L vs Bellis,1.06,0.85,74.9,5.0,2.0%,54.0%,2.2%,51.1%,37.9%,38.5%
2019 W60 Hechingen R16,W vs Bartone,1.20,1.40,59.0,3.1,-,51.3%,-,54.1%,60.7%,50.0%
2019 W60 Prague F,W vs Allertova,1.15,1.28,56.0,3.4,-,50.0%,-,55.6%,50.0%,55.6%
2019 W60 Prague QF,W vs Serban,0.99,3.40,30.4,2.0,-,88.9%,-,76.5%,50.0%,69.6%
2019 Lausanne SF,L vs Cornet,0.95,0.73,53.8,2.0,-,45.7%,-,30.0%,52.8%,41.2%
2019 W80 Cagnes Sur Mer R16,L vs Voegele,0.82,0.82,63.5,3.0,2.0%,49.0%,0.0%,48.9%,51.9%,50.0%
2019 W80 Cagnes Sur Mer R32,W vs Zavatska,1.07,1.71,39.7,2.6,7.4%,63.0%,0.0%,53.8%,69.6%,63.6%
2019 Prague QF,L vs Teichmann,1.08,0.41,35.4,2.4,3.4%,48.3%,0.0%,38.5%,31.6%,11.1%
2026 (1 matches),,1.07,0.73,52.7,4.9,9.5%,59.5%,2.6%,53.8%,30.6%,28.1%
2024 (2 matches),,0.87,0.64,52.6,2.7,6.8%,54.1%,0.0%,44.8%,32.3%,42.1%
2023 (7 matches),,1.06,0.99,50.0,2.5,4.8%,54.6%,0.9%,51.9%,44.4%,42.4%
2022 (1 matches),,1.11,0.75,72.1,7.4,3.5%,56.1%,5.6%,64.8%,30.6%,22.2%
2020 (2 matches),,1.05,0.73,63.0,2.9,1.3%,48.8%,1.4%,47.3%,37.2%,35.3%
Career (134 matches),,1.02,1.02,56.2,2.6,1.9%,52.7%,0.5%,51.9%,47.3%,48.1%
